LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-06-25 06:30:01,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:01,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:01,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:01,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:01,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:01,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:02,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:03,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:04,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:05,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:06,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:07,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-74, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:08,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:09,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:10,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:11,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:12,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:13,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-06-25 06:30:14,1900-01-00 00:00:00,U+Net68F0,80:CA:4B:57:68:F2,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
